runNumber,queryName,pathType,minLength,maxLength,topK,graphName,graphSize,sparkExecutorInstances,executorName,partitionStrategy,subgraphPhaseTime,weightMapPhaseTime,pregelPhaseTime,pathConstructionPhaseTime,totalExecutionTime,driverTotalMemory,driverMemoryFree,driverMemoryUsed,totalSparkExecutorMemoryAllocated,totalSparkExecutorMemoryFree,totalSparkExecutorMemoryUsed,totalRDDMemorySize,totalRDDDiskSize,totalMemoryUsed,driverMemoryUsedMB,totalSparkExecutorMemoryUsedMB,totalRDDMemorySizeMB,totalRDDDiskSizeMB,totalMemoryUsedMB
7,city-num-interaction,Continuous,2,4,10,interaction,sf0_003,4,SparkQueryExecutor,RandomVertexCut$,841,13,1226,283,2381,1704984576,1198111256,506873320,141335986169,141334504790,1481379,758704,0,508384851,483,1,0,0,484
8,city-num-interaction,Continuous,2,4,10,interaction,sf3,4,SparkQueryExecutor,RandomVertexCut$,9999,15,1529748,38209,1578491,1708130304,1416641592,291488712,93016345800,80100663607,12915682193,18407880632,0,13207196345,278,12317,17555,0,12595
8,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,5002,7,62247,17028,84297,1707081728,1183941064,523140664,88623651221,82218018523,6405632698,6403484432,0,6928773362,498,6108,6106,0,6607
8,city-num-interaction,Continuous,2,4,10,interaction,sf0_3,4,SparkQueryExecutor,RandomVertexCut$,5145,23,7797,2089,15068,1706033152,1381069728,324963424,141335986169,140782167535,553818634,552589728,0,878796738,309,528,526,0,838
8,city-num-interaction,Continuous,2,4,10,interaction,sf0_1,4,SparkQueryExecutor,RandomVertexCut$,3768,7,1607,394,5787,1707081728,984997440,722084288,88623651221,88541737733,81913488,80709560,0,804007168,688,78,76,0,774
8,city-num-interaction,Continuous,2,4,10,interaction,sf0_003,4,SparkQueryExecutor,RandomVertexCut$,385,7,1006,316,1725,1706033152,1285908264,420124888,88623651221,88622354818,1296403,758704,0,421431307,400,1,0,0,401
9,city-num-interaction,Continuous,2,4,10,interaction,sf3,4,SparkQueryExecutor,RandomVertexCut$,6723,12,1104617,31212,1142746,1707081728,1321677104,385404624,141335986169,127734276035,13601710134,13599724768,0,13987152446,367,12971,12969,0,13339
9,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,5478,8,60623,15170,81734,1708130304,1106133528,601996776,84230956642,77808887377,6422069265,6420365872,0,7024066041,574,6124,6122,0,6698
9,city-num-interaction,Continuous,2,4,10,interaction,sf0_3,4,SparkQueryExecutor,RandomVertexCut$,3870,7,7237,1920,13045,1707606016,1213349024,494256992,84230956642,83691282469,539674173,538537152,0,1033941165,471,514,513,0,986
9,city-num-interaction,Continuous,2,4,10,interaction,sf0_1,4,SparkQueryExecutor,RandomVertexCut$,578,7,971,313,1883,1707081728,1242403408,464678320,141335986169,141256386201,79599968,78490936,0,544292368,443,75,74,0,519
9,city-num-interaction,Continuous,2,4,10,interaction,sf0_003,4,SparkQueryExecutor,RandomVertexCut$,459,7,1005,335,1817,1704984576,1015324248,689660328,84230956642,84229352364,1604278,758704,0,691264606,657,1,0,0,659
10,city-num-interaction,Continuous,2,4,10,interaction,sf3,4,SparkQueryExecutor,RandomVertexCut$,6120,12,942228,31189,980069,1707606016,1154100752,553505264,141335986169,127002024562,14333961607,14331218672,0,14887466871,527,13669,13667,0,14197
10,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4093,9,62355,15360,82079,1707081728,1138547056,568534672,119372513274,112967445705,6405067569,6403467872,0,6973614401,542,6108,6106,0,6650
10,city-num-interaction,Continuous,2,4,10,interaction,sf0_3,4,SparkQueryExecutor,RandomVertexCut$,4292,12,5468,1545,11333,1705508864,1217378024,488130840,141335986169,140803147705,532838464,531547928,0,1020983992,465,508,506,0,973
10,city-num-interaction,Continuous,2,4,10,interaction,sf0_1,4,SparkQueryExecutor,RandomVertexCut$,323,12,1137,426,2075,1707606016,1389264272,318341744,114979818695,109016588549,5963230146,33180856,0,6281571890,303,5686,31,0,5990
10,city-num-interaction,Continuous,2,4,10,interaction,sf0_003,4,SparkQueryExecutor,RandomVertexCut$,4115,7,1061,428,5627,1703411712,1346164368,357247344,141335986169,141334712242,1273927,758704,0,358534375,340,1,0,0,341
