runNumber,queryName,pathType,minLength,maxLength,topK,graphName,graphSize,sparkExecutorInstances,executorName,partitionStrategy,subgraphPhaseTime,weightMapPhaseTime,pregelPhaseTime,pathConstructionPhaseTime,totalExecutionTime,driverTotalMemory,driverMemoryFree,driverMemoryUsed,totalSparkExecutorMemoryAllocated,totalSparkExecutorMemoryFree,totalSparkExecutorMemoryUsed,totalRDDMemorySize,totalRDDDiskSize,totalMemoryUsed,driverMemoryUsedMB,totalSparkExecutorMemoryUsedMB,totalRDDMemorySizeMB,totalRDDDiskSizeMB,totalMemoryUsedMB
6,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4347,6,13997,3301,21661,1706033152,1140222992,565810160,44687897393,43116950062,1570947331,1569659936,0,2136761451,539,1498,1496,0,2037
6,city-num-interaction,PairwiseContinuous,4,6,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,3450,6,31393,4715,39627,1706557440,999427512,707129928,44687897393,42804075994,1883821399,1882462584,0,2590951327,674,1796,1795,0,2470
6,city-num-interaction,PairwiseContinuous,1,2,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4432,6,3427,1307,9181,1707081728,1404841728,302240000,40295202814,39435969657,859233157,858044672,0,1161476245,288,819,818,0,1107
7,city-num-interaction,PairwiseContinuous,8,10,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4613,7,65846,11452,81928,1708130304,1264821400,443308904,40295202814,38391240519,1903962295,1902252368,0,2347277735,422,1815,1814,0,2238
7,city-num-interaction,PairwiseContinuous,10,12,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4417,6,71674,4543,80648,1706557440,952228112,754329328,40295202814,38415376046,1879826768,1878560344,0,2634163144,719,1792,1791,0,2512
7,city-num-interaction,PairwiseContinuous,6,8,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4517,7,49521,8213,62266,1707606016,1060504240,647101776,40295202814,38406844434,1888358380,1887061048,0,2535466028,617,1800,1799,0,2418
7,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4075,6,13562,3500,21154,1704984576,1178364872,526619704,40295202814,38724418882,1570783932,1569659936,0,2097403636,502,1498,1496,0,2000
7,city-num-interaction,PairwiseContinuous,4,6,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,3837,7,31189,6210,41250,1707081728,1081514360,625567368,40295202814,38428436864,1866765950,1865614544,0,2492333318,596,1780,1779,0,2376
7,city-num-interaction,PairwiseContinuous,1,2,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4262,7,3428,1059,8764,1706033152,964926952,741106200,40295202814,39435758318,859444496,858044672,0,1600553872,706,819,818,0,1526
8,city-num-interaction,PairwiseContinuous,8,10,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4232,6,69036,11945,85234,1708130304,1070918752,637211552,40295202814,38391671146,1903531668,1902408152,0,2540747396,607,1815,1814,0,2423
